"Data type","Cancer group/site","Year","Sex","Age group (years)","Count"
"Actual","Melanoma of the skin",2015,"Females","30–34",194
"Actual","Melanoma of the skin",2015,"Females","35–39",231
"Actual","Melanoma of the skin",2015,"Females","40–44",359
"Actual","Melanoma of the skin",2015,"Females","45–49",420
"Actual","Melanoma of the skin",2015,"Females","50–54",524
"Actual","Melanoma of the skin",2015,"Females","55–59",530
"Actual","Melanoma of the skin",2015,"Females","60–64",602
"Actual","Melanoma of the skin",2015,"Females","65–69",699
"Actual","Melanoma of the skin",2015,"Females","70–74",546
"Actual","Melanoma of the skin",2015,"Females","75–79",516
"Actual","Melanoma of the skin",2015,"Females","80–84",387
"Actual","Melanoma of the skin",2015,"Females","85–89",315
"Actual","Melanoma of the skin",2015,"Females","90+",171
"Actual","Melanoma of the skin",2016,"Females","00–04",2
"Actual","Melanoma of the skin",2016,"Females","05–09",0
"Actual","Melanoma of the skin",2016,"Females","10–14",1
"Actual","Melanoma of the skin",2016,"Females","15–19",22
"Actual","Melanoma of the skin",2016,"Females","20–24",59
"Actual","Melanoma of the skin",2016,"Females","25–29",151
"Actual","Melanoma of the skin",2016,"Females","30–34",213
"Actual","Melanoma of the skin",2016,"Females","35–39",278
"Actual","Melanoma of the skin",2016,"Females","40–44",341
"Actual","Melanoma of the skin",2016,"Females","45–49",451
"Actual","Melanoma of the skin",2016,"Females","50–54",502
"Actual","Melanoma of the skin",2016,"Females","55–59",553
"Actual","Melanoma of the skin",2016,"Females","60–64",644
"Actual","Melanoma of the skin",2016,"Females","65–69",767
"Actual","Melanoma of the skin",2016,"Females","70–74",621
"Actual","Melanoma of the skin",2016,"Females","75–79",514
"Actual","Melanoma of the skin",2016,"Females","80–84",376
"Actual","Melanoma of the skin",2016,"Females","85–89",349
"Actual","Melanoma of the skin",2016,"Females","90+",196
"Actual","Melanoma of the skin",2017,"Females","00–04",0
"Actual","Melanoma of the skin",2017,"Females","05–09",0
"Actual","Melanoma of the skin",2017,"Females","10–14",3
"Actual","Melanoma of the skin",2017,"Females","15–19",19
"Actual","Melanoma of the skin",2017,"Females","20–24",56
"Actual","Melanoma of the skin",2017,"Females","25–29",107
"Actual","Melanoma of the skin",2017,"Females","30–34",215
"Actual","Melanoma of the skin",2017,"Females","35–39",250
"Actual","Melanoma of the skin",2017,"Females","40–44",342
"Actual","Melanoma of the skin",2017,"Females","45–49",483
"Actual","Melanoma of the skin",2017,"Females","50–54",501
"Actual","Melanoma of the skin",2017,"Females","55–59",601
"Actual","Melanoma of the skin",2017,"Females","60–64",656
"Actual","Melanoma of the skin",2017,"Females","65–69",730
"Actual","Melanoma of the skin",2017,"Females","70–74",741
"Actual","Melanoma of the skin",2017,"Females","75–79",523
"Actual","Melanoma of the skin",2017,"Females","80–84",396
"Actual","Melanoma of the skin",2017,"Females","85–89",315
"Actual","Melanoma of the skin",2017,"Females","90+",199
"Actual","Melanoma of the skin",2018,"Females","00–04",0
"Actual","Melanoma of the skin",2018,"Females","05–09",0
"Actual","Melanoma of the skin",2018,"Females","10–14",3
"Actual","Melanoma of the skin",2018,"Females","15–19",18
"Actual","Melanoma of the skin",2018,"Females","20–24",61
"Actual","Melanoma of the skin",2018,"Females","25–29",121
"Actual","Melanoma of the skin",2018,"Females","30–34",219
"Actual","Melanoma of the skin",2018,"Females","35–39",278
"Actual","Melanoma of the skin",2018,"Females","40–44",361
"Actual","Melanoma of the skin",2018,"Females","45–49",456
"Actual","Melanoma of the skin",2018,"Females","50–54",519
"Actual","Melanoma of the skin",2018,"Females","55–59",605
"Actual","Melanoma of the skin",2018,"Females","60–64",716
"Actual","Melanoma of the skin",2018,"Females","65–69",739
"Actual","Melanoma of the skin",2018,"Females","70–74",709
"Actual","Melanoma of the skin",2018,"Females","75–79",570
"Actual","Melanoma of the skin",2018,"Females","80–84",404
"Actual","Melanoma of the skin",2018,"Females","85–89",328
"Actual","Melanoma of the skin",2018,"Females","90+",213
"Actual","Melanoma of the skin",2019,"Females","00–04",0
"Actual","Melanoma of the skin",2019,"Females","05–09",1
"Actual","Melanoma of the skin",2019,"Females","10–14",2
"Actual","Melanoma of the skin",2019,"Females","15–19",18
"Actual","Melanoma of the skin",2019,"Females","20–24",66
"Actual","Melanoma of the skin",2019,"Females","25–29",119
"Actual","Melanoma of the skin",2019,"Females","30–34",218
"Actual","Melanoma of the skin",2019,"Females","35–39",268
"Actual","Melanoma of the skin",2019,"Females","40–44",349
"Actual","Melanoma of the skin",2019,"Females","45–49",448
"Actual","Melanoma of the skin",2019,"Females","50–54",496
"Actual","Melanoma of the skin",2019,"Females","55–59",646
"Actual","Melanoma of the skin",2019,"Females","60–64",694
"Actual","Melanoma of the skin",2019,"Females","65–69",766
"Actual","Melanoma of the skin",2019,"Females","70–74",758
"Actual","Melanoma of the skin",2019,"Females","75–79",636
"Actual","Melanoma of the skin",2019,"Females","80–84",466
"Actual","Melanoma of the skin",2019,"Females","85–89",332
"Actual","Melanoma of the skin",2019,"Females","90+",211
"Projections","Melanoma of the skin",2020,"Females","00–04",0
"Projections","Melanoma of the skin",2020,"Females","05–09",0
"Projections","Melanoma of the skin",2020,"Females","10–14",2
"Projections","Melanoma of the skin",2020,"Females","15–19",20
"Projections","Melanoma of the skin",2020,"Females","20–24",59
"Projections","Melanoma of the skin",2020,"Females","25–29",116
"Projections","Melanoma of the skin",2020,"Females","30–34",228
"Projections","Melanoma of the skin",2020,"Females","35–39",285
"Projections","Melanoma of the skin",2020,"Females","40–44",364
"Projections","Melanoma of the skin",2020,"Females","45–49",479
"Projections","Melanoma of the skin",2020,"Females","50–54",537
"Projections","Melanoma of the skin",2020,"Females","55–59",643
"Projections","Melanoma of the skin",2020,"Females","60–64",745
"Projections","Melanoma of the skin",2020,"Females","65–69",816
"Projections","Melanoma of the skin",2020,"Females","70–74",849
"Projections","Melanoma of the skin",2020,"Females","75–79",680
"Projections","Melanoma of the skin",2020,"Females","80–84",470
"Projections","Melanoma of the skin",2020,"Females","85–89",348
"Projections","Melanoma of the skin",2020,"Females","90+",226
"Projections","Melanoma of the skin",2021,"Females","00–04",0
"Projections","Melanoma of the skin",2021,"Females","05–09",0
"Projections","Melanoma of the skin",2021,"Females","10–14",2
"Projections","Melanoma of the skin",2021,"Females","15–19",20
"Projections","Melanoma of the skin",2021,"Females","20–24",55
"Projections","Melanoma of the skin",2021,"Females","25–29",107
"Projections","Melanoma of the skin",2021,"Females","30–34",231
"Projections","Melanoma of the skin",2021,"Females","35–39",288
"Projections","Melanoma of the skin",2021,"Females","40–44",376
"Projections","Melanoma of the skin",2021,"Females","45–49",472
"Projections","Melanoma of the skin",2021,"Females","50–54",557
"Projections","Melanoma of the skin",2021,"Females","55–59",644
"Projections","Melanoma of the skin",2021,"Females","60–64",771
"Projections","Melanoma of the skin",2021,"Females","65–69",837
"Projections","Melanoma of the skin",2021,"Females","70–74",905
"Projections","Melanoma of the skin",2021,"Females","75–79",735
"Projections","Melanoma of the skin",2021,"Females","80–84",491
"Projections","Melanoma of the skin",2021,"Females","85–89",362
"Projections","Melanoma of the skin",2021,"Females","90+",236
"Projections","Melanoma of the skin",2022,"Females","00–04",0
"Projections","Melanoma of the skin",2022,"Females","05–09",0
"Projections","Melanoma of the skin",2022,"Females","10–14",3
"Projections","Melanoma of the skin",2022,"Females","15–19",21
"Projections","Melanoma of the skin",2022,"Females","20–24",56
"Projections","Melanoma of the skin",2022,"Females","25–29",104
"Projections","Melanoma of the skin",2022,"Females","30–34",235
"Projections","Melanoma of the skin",2022,"Females","35–39",292
"Projections","Melanoma of the skin",2022,"Females","40–44",390
"Projections","Melanoma of the skin",2022,"Females","45–49",472
"Projections","Melanoma of the skin",2022,"Females","50–54",577
"Projections","Melanoma of the skin",2022,"Females","55–59",645
"Projections","Melanoma of the skin",2022,"Females","60–64",795
"Projections","Melanoma of the skin",2022,"Females","65–69",865
"Projections","Melanoma of the skin",2022,"Females","70–74",932
"Projections","Melanoma of the skin",2022,"Females","75–79",820
"Projections","Melanoma of the skin",2022,"Females","80–84",515
"Projections","Melanoma of the skin",2022,"Females","85–89",380
"Projections","Melanoma of the skin",2022,"Females","90+",242
"Projections","Melanoma of the skin",2023,"Females","00–04",0
"Projections","Melanoma of the skin",2023,"Females","05–09",0
"Projections","Melanoma of the skin",2023,"Females","10–14",3
"Projections","Melanoma of the skin",2023,"Females","15–19",22
"Projections","Melanoma of the skin",2023,"Females","20–24",56
"Projections","Melanoma of the skin",2023,"Females","25–29",100
"Projections","Melanoma of the skin",2023,"Females","30–34",239
"Projections","Melanoma of the skin",2023,"Females","35–39",295
"Projections","Melanoma of the skin",2023,"Females","40–44",408
"Projections","Melanoma of the skin",2023,"Females","45–49",473
"Projections","Melanoma of the skin",2023,"Females","50–54",593
"Projections","Melanoma of the skin",2023,"Females","55–59",652
"Projections","Melanoma of the skin",2023,"Females","60–64",825
"Projections","Melanoma of the skin",2023,"Females","65–69",897
"Projections","Melanoma of the skin",2023,"Females","70–74",972
"Projections","Melanoma of the skin",2023,"Females","75–79",900
"Projections","Melanoma of the skin",2023,"Females","80–84",539
"Projections","Melanoma of the skin",2023,"Females","85–89",400
"Projections","Melanoma of the skin",2023,"Females","90+",244
"Actual","Melanoma of the skin",1982,"Persons","00–04",0
"Actual","Melanoma of the skin",1982,"Persons","05–09",2
"Actual","Melanoma of the skin",1982,"Persons","10–14",11
"Actual","Melanoma of the skin",1982,"Persons","15–19",69
"Actual","Melanoma of the skin",1982,"Persons","20–24",144
"Actual","Melanoma of the skin",1982,"Persons","25–29",211
"Actual","Melanoma of the skin",1982,"Persons","30–34",288
"Actual","Melanoma of the skin",1982,"Persons","35–39",286
"Actual","Melanoma of the skin",1982,"Persons","40–44",299
"Actual","Melanoma of the skin",1982,"Persons","45–49",290
"Actual","Melanoma of the skin",1982,"Persons","50–54",312
"Actual","Melanoma of the skin",1982,"Persons","55–59",365
"Actual","Melanoma of the skin",1982,"Persons","60–64",333
"Actual","Melanoma of the skin",1982,"Persons","65–69",340
"Actual","Melanoma of the skin",1982,"Persons","70–74",257
"Actual","Melanoma of the skin",1982,"Persons","75–79",172
"Actual","Melanoma of the skin",1982,"Persons","80–84",97
"Actual","Melanoma of the skin",1982,"Persons","85–89",37
"Actual","Melanoma of the skin",1982,"Persons","90+",19
"Actual","Melanoma of the skin",1983,"Persons","00–04",1
"Actual","Melanoma of the skin",1983,"Persons","05–09",2
"Actual","Melanoma of the skin",1983,"Persons","10–14",10
"Actual","Melanoma of the skin",1983,"Persons","15–19",60
"Actual","Melanoma of the skin",1983,"Persons","20–24",150
"Actual","Melanoma of the skin",1983,"Persons","25–29",238
"Actual","Melanoma of the skin",1983,"Persons","30–34",313
"Actual","Melanoma of the skin",1983,"Persons","35–39",325
"Actual","Melanoma of the skin",1983,"Persons","40–44",299
"Actual","Melanoma of the skin",1983,"Persons","45–49",310
"Actual","Melanoma of the skin",1983,"Persons","50–54",321
"Actual","Melanoma of the skin",1983,"Persons","55–59",375
"Actual","Melanoma of the skin",1983,"Persons","60–64",379
"Actual","Melanoma of the skin",1983,"Persons","65–69",376
"Actual","Melanoma of the skin",1983,"Persons","70–74",287
"Actual","Melanoma of the skin",1983,"Persons","75–79",191
"Actual","Melanoma of the skin",1983,"Persons","80–84",94
"Actual","Melanoma of the skin",1983,"Persons","85–89",45
"Actual","Melanoma of the skin",1983,"Persons","90+",22
"Actual","Melanoma of the skin",1984,"Persons","00–04",1
"Actual","Melanoma of the skin",1984,"Persons","05–09",1
"Actual","Melanoma of the skin",1984,"Persons","10–14",8
"Actual","Melanoma of the skin",1984,"Persons","15–19",68
"Actual","Melanoma of the skin",1984,"Persons","20–24",138
"Actual","Melanoma of the skin",1984,"Persons","25–29",222
"Actual","Melanoma of the skin",1984,"Persons","30–34",301
"Actual","Melanoma of the skin",1984,"Persons","35–39",330
"Actual","Melanoma of the skin",1984,"Persons","40–44",323
"Actual","Melanoma of the skin",1984,"Persons","45–49",323
"Actual","Melanoma of the skin",1984,"Persons","50–54",351
"Actual","Melanoma of the skin",1984,"Persons","55–59",420
"Actual","Melanoma of the skin",1984,"Persons","60–64",409
"Actual","Melanoma of the skin",1984,"Persons","65–69",379
"Actual","Melanoma of the skin",1984,"Persons","70–74",329
"Actual","Melanoma of the skin",1984,"Persons","75–79",220
"Actual","Melanoma of the skin",1984,"Persons","80–84",134
"Actual","Melanoma of the skin",1984,"Persons","85–89",54
"Actual","Melanoma of the skin",1984,"Persons","90+",30
"Actual","Melanoma of the skin",1985,"Persons","00–04",0
"Actual","Melanoma of the skin",1985,"Persons","05–09",1
"Actual","Melanoma of the skin",1985,"Persons","10–14",11
"Actual","Melanoma of the skin",1985,"Persons","15–19",58
"Actual","Melanoma of the skin",1985,"Persons","20–24",159
"Actual","Melanoma of the skin",1985,"Persons","25–29",265
"Actual","Melanoma of the skin",1985,"Persons","30–34",340
"Actual","Melanoma of the skin",1985,"Persons","35–39",411
"Actual","Melanoma of the skin",1985,"Persons","40–44",380
"Actual","Melanoma of the skin",1985,"Persons","45–49",333
"Actual","Melanoma of the skin",1985,"Persons","50–54",383
"Actual","Melanoma of the skin",1985,"Persons","55–59",435
"Actual","Melanoma of the skin",1985,"Persons","60–64",459
"Actual","Melanoma of the skin",1985,"Persons","65–69",425
"Actual","Melanoma of the skin",1985,"Persons","70–74",371
"Actual","Melanoma of the skin",1985,"Persons","75–79",238
"Actual","Melanoma of the skin",1985,"Persons","80–84",139
"Actual","Melanoma of the skin",1985,"Persons","85–89",66
"Actual","Melanoma of the skin",1985,"Persons","90+",31
